PVSYST 8.1.5
,File,File date,Description
Project,PV_Hydrogen_Cyprus_10MWp_Project.PRJ,10/09/26 16h26,PV_Hydrogen_Cyprus_10MWp,
Geographical Site,Aglantziá_PVGIS_API_TMY.SIT,10/09/26 16h26,Aglantziá;Cyprus;Europe;,
Weather data,Aglantziá_PVGIS_API_TMY.MET,10/09/26 16h26,Aglantziá;PVGIS api TMY;TMY,
Simulation variant,PV_Hydrogen_Cyprus_10MWp_Project.VC0,10/09/26 17h38,New simulation variant,
Simulation date,,10/09/26 17h50

Simulation:,Hourly values, from 01/01/90, to 31/12/90 

date,GlobInc,GlobEff,EArray,E_Grid,PR,GlobHor,T_Amb,TArray
    ,W/m²,W/m²,kW,kW,ratio,W/m²,°C,°C

18/10/90 08:00,534.86,524.08,4974.9,4934.7,0.9227,385,20.58,32.355
18/10/90 09:00,747.5,739.88,6832.3,6777.6,0.9067,549,22.61,40.145
18/10/90 10:00,903.99,899.92,8109.1,8044.2,0.8899,669,24.05,45.911
18/10/90 11:00,977.38,973.53,8486.6,8418.7,0.8614,726,25.19,49.225
18/10/90 12:00,964.62,960.75,8449.4,8381.9,0.869,716,25.87,49.863
18/10/90 13:00,880.57,876.61,7835.9,7773.2,0.8828,649,26.12,48.184
18/10/90 14:00,292.85,285.49,2654.8,2624.3,0.8962,273,26.09,34.586
18/10/90 15:00,294.46,285.68,2673.8,2643.2,0.8977,246,25.73,32.833
18/10/90 16:00,127.22,117.03,1072.4,1048.5,0.8242,102,24.95,28.34
18/10/90 17:00,0,0,0,-0.096,0,0,23.9,24.31
18/10/90 18:00,0,0,0,-0.096,0,0,22.84,22.957
18/10/90 19:00,0,0,0,-0.096,0,0,21.7,21.827
18/10/90 20:00,0,0,0,-0.096,0,0,20.8,20.897
18/10/90 21:00,0,0,0,-0.096,0,0,20.14,20.211
18/10/90 22:00,0,0,0,-0.096,0,0,19.44,19.515
18/10/90 23:00,0,0,0,-0.096,0,0,18.76,18.833
19/10/90 00:00,0,0,0,-0.096,0,0,18.15,18.215
19/10/90 01:00,0,0,0,-0.096,0,0,17.79,17.829
19/10/90 02:00,0,0,0,-0.096,0,0,17.6,17.62
19/10/90 03:00,0,0,0,-0.096,0,0,16.71,16.804
19/10/90 04:00,0,0,0,-0.096,0,0,16.62,16.629
19/10/90 05:00,0,0,0,-0.096,0,0,16.48,16.495
19/10/90 06:00,8.5389,8.5194,55.873,12.788,0.1498,9.9995,16.41,16.62
19/10/90 07:00,224.52,209.52,2017.5,1989.7,0.8862,166,17.54,22.041
19/10/90 08:00,541.93,531.06,5023.3,4982.9,0.9195,386,21.57,33.391
19/10/90 09:00,766.55,759.03,6948.6,6893,0.8993,557,24.38,42.427
19/10/90 10:00,915.2,911.28,8136.2,8071.1,0.8819,673,25.98,48.261
19/10/90 11:00,982.32,978.56,8479.3,8411.5,0.8563,726,27.01,51.285
19/10/90 12:00,969.63,965.52,8443.4,8375.8,0.8639,720,27.58,51.748
19/10/90 13:00,860.27,856.05,7620.4,7559.4,0.8788,634,27.78,49.395
19/10/90 14:00,666.88,658.34,5985.5,5937.6,0.8904,490,27.65,44.478
19/10/90 15:00,443.45,431.08,3992.2,3956.2,0.8922,320,27.19,38.424
19/10/90 16:00,124.41,114.34,1039.9,1016.1,0.8168,99.001,26.33,29.994
19/10/90 17:00,0,0,0,-0.096,0,0,25.09,25.513
19/10/90 18:00,0,0,0,-0.096,0,0,23.68,23.835
19/10/90 19:00,0,0,0,-0.096,0,0,22.32,22.467
19/10/90 20:00,0,0,0,-0.096,0,0,21.4,21.497
19/10/90 21:00,0,0,0,-0.096,0,0,21.05,21.087
19/10/90 22:00,0,0,0,-0.096,0,0,20.29,20.369
19/10/90 23:00,0,0,0,-0.096,0,0,19.58,19.654
20/10/90 00:00,0,0,0,-0.096,0,0,18.9,18.971
20/10/90 01:00,0,0,0,-0.096,0,0,18.37,18.426
20/10/90 02:00,0,0,0,-0.096,0,0,18.07,18.101
20/10/90 03:00,0,0,0,-0.096,0,0,18.26,18.24
20/10/90 04:00,0,0,0,-0.096,0,0,18.33,18.323
20/10/90 05:00,0,0,0,-0.096,0,0,18.4,18.393
20/10/90 06:00,0,0,0,-0.096,0,2.0008,18.37,18.373
20/10/90 07:00,116.28,110.35,1034.4,1010.7,0.8692,106,18.91,21.299
20/10/90 08:00,526.68,515.95,4869.2,4829.5,0.917,375,22.66,33.948
20/10/90 09:00,773.75,766.28,6992.6,6936.6,0.8965,558,25.1,43.26
20/10/90 10:00,874.84,870.41,7782.4,7720.1,0.8825,646,26.85,48.158
20/10/90 11:00,884.61,879.36,7806.7,7744.2,0.8755,667,28.11,49.961
20/10/90 12:00,786.28,779.97,6980.5,6924.7,0.8807,609,28.71,48.361
20/10/90 13:00,844.34,840.02,7470,7410.3,0.8777,621,28.91,49.749
20/10/90 14:00,709.73,701.34,6323,6272.4,0.8838,510,28.84,46.659
20/10/90 15:00,432.4,420.17,3873.3,3837.8,0.8876,311,28.41,39.54
20/10/90 16:00,40.531,39.077,327.85,307.09,0.7577,44,27.48,29.491
20/10/90 17:00,0,0,0,-0.096,0,0,26.17,26.427
20/10/90 18:00,0,0,0,-0.096,0,0,24.3,24.514
20/10/90 19:00,0,0,0,-0.096,0,0,23.22,23.337
20/10/90 20:00,0,0,0,-0.096,0,0,21.87,22.016
20/10/90 21:00,0,0,0,-0.096,0,0,21.49,21.53
20/10/90 22:00,0,0,0,-0.096,0,0,20.87,20.935
20/10/90 23:00,0,0,0,-0.096,0,0,20.39,20.44
21/10/90 00:00,0,0,0,-0.096,0,0,19.93,19.978
21/10/90 01:00,0,0,0,-0.096,0,0,19.36,19.42
21/10/90 02:00,0,0,0,-0.096,0,0,18.86,18.912
21/10/90 03:00,0,0,0,-0.096,0,0,18.52,18.555
21/10/90 04:00,0,0,0,-0.096,0,0,18.18,18.215
21/10/90 05:00,0,0,0,-0.096,0,0,17.92,17.947
21/10/90 06:00,0,0,0,-0.096,0,5.9979,17.79,17.804
21/10/90 07:00,260.59,241.81,2325.9,2296.8,0.8814,176,18.53,23.769
21/10/90 08:00,517.33,506.69,4777.7,4738.4,0.916,367,22.78,34.135
21/10/90 09:00,744.93,737.35,6736.3,6682.4,0.8971,538,25.61,43.051
21/10/90 10:00,895.22,891.22,7943.7,7880.1,0.8803,654,27.12,48.84
21/10/90 11:00,967.71,963.91,8437.5,8370,0.865,710,28.09,51.961
21/10/90 12:00,927.01,922.75,8123.9,8058.9,0.8694,684,28.66,51.823
21/10/90 13:00,850.8,846.6,7514.1,7454,0.8762,621,28.86,50.211
21/10/90 14:00,573.91,565.31,5154.6,5113.3,0.891,435,28.78,43.572
21/10/90 15:00,483,469.4,4325.3,4287.9,0.8878,332,28.22,40.175
21/10/90 16:00,111.32,102.43,922.71,899.47,0.8081,89.002,27.07,30.809
21/10/90 17:00,0,0,0,-0.096,0,0,25.91,26.357
21/10/90 18:00,0,0,0,-0.096,0,0,24.9,25.026
21/10/90 19:00,0,0,0,-0.096,0,0,23.2,23.403
21/10/90 20:00,0,0,0,-0.096,0,0,21.11,21.346
21/10/90 21:00,0,0,0,-0.096,0,0,20.65,20.701
21/10/90 22:00,0,0,0,-0.096,0,0,20,20.07
21/10/90 23:00,0,0,0,-0.096,0,0,19.43,19.492
22/10/90 00:00,0,0,0,-0.096,0,0,18.91,18.967
22/10/90 01:00,0,0,0,-0.096,0,0,18.46,18.509
22/10/90 02:00,0,0,0,-0.096,0,0,18.13,18.166
22/10/90 03:00,0,0,0,-0.096,0,0,17.85,17.881
22/10/90 04:00,0,0,0,-0.096,0,0,17.91,17.903
22/10/90 05:00,0,0,0,-0.096,0,0,17.63,17.661
22/10/90 06:00,0,0,0,-0.096,0,4.9998,17.27,17.309
22/10/90 07:00,257.46,238.79,2300.3,2271.3,0.8822,172,18.11,23.237
22/10/90 08:00,259.96,252.85,2403.4,2374,0.9133,231,21.74,27.514
22/10/90 09:00,715.79,708.14,6555.2,6502.8,0.9085,518,23.35,39.56
22/10/90 10:00,855.62,851.23,7708,7646.3,0.8937,627,24.18,44.918
22/10/90 11:00,953.35,949.56,8438,8370.5,0.878,697,24.73,48.129
22/10/90 12:00,881.06,876.26,7878.3,7815.2,0.8871,654,24.61,46.658
22/10/90 13:00,849.17,844.99,7663.6,7602.3,0.8953,616,23.31,44.531
22/10/90 14:00,672.18,663.85,6148.9,6099.7,0.9075,481,22.53,39.466
22/10/90 15:00,447.9,435.03,4092.5,4056,0.9056,310,22.83,34.17
22/10/90 16:00,126.74,115.43,1064.2,1040.4,0.8209,92.999,22.65,26.501
22/10/90 17:00,0,0,0,-0.096,0,0,22.25,22.64
22/10/90 18:00,0,0,0,-0.096,0,0,21.24,21.358
22/10/90 19:00,0,0,0,-0.096,0,0,20.28,20.395
22/10/90 20:00,0,0,0,-0.096,0,0,20.23,20.236
22/10/90 21:00,0,0,0,-0.096,0,0,20.36,20.344
22/10/90 22:00,0,0,0,-0.096,0,0,20.07,20.107
22/10/90 23:00,0,0,0,-0.096,0,0,19.6,19.658
23/10/90 00:00,0,0,0,-0.096,0,0,18.28,18.433
23/10/90 01:00,0,0,0,-0.096,0,0,18.05,18.077
23/10/90 02:00,0,0,0,-0.096,0,0,17.57,17.626
23/10/90 03:00,0,0,0,-0.096,0,0,17.05,17.109
23/10/90 04:00,0,0,0,-0.096,0,0,16.64,16.686
23/10/90 05:00,0,0,0,-0.096,0,0,16.56,16.569
23/10/90 06:00,0,0,0,-0.096,0,0,16.44,16.454
23/10/90 07:00,243.45,226.03,2179.1,2150.6,0.8834,164,17.73,22.483
23/10/90 08:00,493.47,483.1,4590.7,4552.1,0.9225,351,21.04,31.797
23/10/90 09:00,720.72,713.08,6600.7,6547.9,0.9085,518,22.69,39.56
23/10/90 10:00,880.2,876.2,7924.2,7860.8,0.8931,638,23.85,45.1
23/10/90 11:00,951.6,947.8,8433.6,8366.1,0.8792,693,24.77,48.138
23/10/90 12:00,655,647.58,5937.9,5890.3,0.8993,527,25.4,42.209
23/10/90 13:00,96.894,93.547,842.81,819.91,0.8462,105,25.62,29.314
23/10/90 14:00,98.228,94.86,862.62,839.63,0.8548,106,24.63,27.091
23/10/90 15:00,27.494,26.519,217.82,193.29,0.7031,31.001,22.16,23.332
23/10/90 16:00,30.717,29.721,248.58,227.58,0.7409,34,21.56,22.381
23/10/90 17:00,0,0,0,-0.096,0,0,21.63,21.713
23/10/90 18:00,0,0,0,-0.096,0,0,20.68,20.792
23/10/90 19:00,0,0,0,-0.096,0,0,19.88,19.973
23/10/90 20:00,0,0,0,-0.096,0,0,18.91,19.02
23/10/90 21:00,0,0,0,-0.096,0,0,18.72,18.742
23/10/90 22:00,0,0,0,-0.096,0,0,17.9,17.992
23/10/90 23:00,0,0,0,-0.096,0,0,17.32,17.384
24/10/90 00:00,0,0,0,-0.096,0,0,17.1,17.124
24/10/90 01:00,0,0,0,-0.096,0,0,16.72,16.761
24/10/90 02:00,0,0,0,-0.096,0,0,16.39,16.426
24/10/90 03:00,0,0,0,-0.096,0,0,16.12,16.149
24/10/90 04:00,0,0,0,-0.096,0,0,15.99,16.004
24/10/90 05:00,0,0,0,-0.096,0,0,15.81,15.829
24/10/90 06:00,0,0,0,-0.096,0,0,15.61,15.631
24/10/90 07:00,254.38,235.78,2282.7,2253.8,0.886,167,16.65,21.682
24/10/90 08:00,505.94,495.3,4706.5,4667.5,0.9226,354,20.89,31.891
24/10/90 09:00,737.15,729.5,6729.3,6675.5,0.9056,525,23.23,40.462
24/10/90 10:00,888.2,884.2,7966.9,7903.1,0.8898,641,24.54,46.035
24/10/90 11:00,945.74,941.72,8386.2,8319.1,0.8797,688,25.44,48.719
24/10/90 12:00,932.66,928.61,8260.4,8194.3,0.8786,678,25.91,49.1
24/10/90 13:00,707.4,701.19,6378.8,6327.8,0.8946,536,26.22,44.273
24/10/90 14:00,105.12,101.54,915.34,892.13,0.8487,113,26.23,30.482
24/10/90 15:00,442.47,429.44,4018.6,3982.4,0.9001,303,25.81,35.567
24/10/90 16:00,23.931,23.237,184.85,156.54,0.6542,27,25.03,26.875
24/10/90 17:00,0,0,0,-0.096,0,0,23.44,23.71
24/10/90 18:00,0,0,0,-0.096,0,0,23.11,23.153
24/10/90 19:00,0,0,0,-0.096,0,0,21.78,21.942
24/10/90 20:00,0,0,0,-0.096,0,0,19.95,20.162
24/10/90 21:00,0,0,0,-0.096,0,0,19.18,19.264
24/10/90 22:00,0,0,0,-0.096,0,0,18.49,18.565
24/10/90 23:00,0,0,0,-0.096,0,0,17.87,17.938
25/10/90 00:00,0,0,0,-0.096,0,0,17.42,17.469
25/10/90 01:00,0,0,0,-0.096,0,0,17.09,17.126
25/10/90 02:00,0,0,0,-0.096,0,0,16.86,16.884
25/10/90 03:00,0,0,0,-0.096,0,0,16.54,16.574
25/10/90 04:00,0,0,0,-0.096,0,0,16.28,16.308
25/10/90 05:00,0,0,0,-0.096,0,0,15.98,16.012
25/10/90 06:00,0,0,0,-0.096,0,0,15.71,15.739
25/10/90 07:00,258.95,239.77,2323.1,2294,0.8859,167,16.48,21.622
25/10/90 08:00,516.97,506.15,4811.4,4772,0.9231,357,20.61,31.86
25/10/90 09:00,740.88,733.16,6762.6,6708.5,0.9055,525,23.17,40.47
25/10/90 10:00,885.26,881.18,7945.5,7882,0.8904,637,24.45,45.859
25/10/90 11:00,956.63,952.72,8439.3,8371.8,0.8752,692,25.34,48.838
25/10/90 12:00,908.41,903.86,8062.6,7998.1,0.8805,663,25.9,48.551
25/10/90 13:00,286.32,278.58,2585.5,2555.3,0.8925,284,26.21,34.908
25/10/90 14:00,618.53,609.87,5630.3,5585.3,0.903,450,26.15,40.348
25/10/90 15:00,459.22,445.59,4148.5,4111.8,0.8954,309,25.58,37.139
25/10/90 16:00,123.2,111.7,1020.3,996.64,0.809,87.001,24.62,28.488
25/10/90 17:00,0,0,0,-0.096,0,0,23.36,23.868
25/10/90 18:00,0,0,0,-0.096,0,0,22.08,22.241
25/10/90 19:00,0,0,0,-0.096,0,0,21.45,21.528
25/10/90 20:00,0,0,0,-0.096,0,0,20.29,20.429
25/10/90 21:00,0,0,0,-0.096,0,0,19.29,19.405
25/10/90 22:00,0,0,0,-0.096,0,0,18.25,18.367
25/10/90 23:00,0,0,0,-0.096,0,0,17.48,17.565
26/10/90 00:00,0,0,0,-0.096,0,0,16.85,16.919
26/10/90 01:00,0,0,0,-0.096,0,0,16.48,16.521
26/10/90 02:00,0,0,0,-0.096,0,0,16.13,16.168
26/10/90 03:00,0,0,0,-0.096,0,0,15.93,15.952
26/10/90 04:00,0,0,0,-0.096,0,0,15.72,15.743
26/10/90 05:00,0,0,0,-0.096,0,0,15.52,15.542
26/10/90 06:00,0,0,0,-0.096,0,0,15.3,15.324
26/10/90 07:00,255.75,236.67,2295.8,2266.9,0.8864,163,16.09,21.148
26/10/90 08:00,510.71,499.93,4765.9,4726.6,0.9255,351,19.91,31.014
26/10/90 09:00,728.29,720.53,6675.3,6621.9,0.9093,515,22.5,39.31
26/10/90 10:00,871.37,867.16,7857.6,7794.7,0.8946,626,23.62,44.643
26/10/90 11:00,934.45,930.29,8334.8,8268.1,0.8848,676,24.24,47.211
26/10/90 12:00,811.79,806.01,7301.6,7243.2,0.8923,609,24.71,45.046
26/10/90 13:00,805.39,800.22,7258.7,7200.7,0.8941,582,24.8,44.719
26/10/90 14:00,621.3,612.69,5658.3,5613,0.9035,448,24.59,40.257
26/10/90 15:00,399.61,387.46,3635,3600.5,0.901,279,24.15,34.313
26/10/90 16:00,129.2,116.58,1073.5,1049.6,0.8125,87.999,23.34,26.978
26/10/90 17:00,0,0,0,-0.096,0,0,22.19,22.615
26/10/90 18:00,0,0,0,-0.096,0,0,21.06,21.18
26/10/90 19:00,0,0,0,-0.096,0,0,20.03,20.14
26/10/90 20:00,0,0,0,-0.096,0,0,19.26,19.341
26/10/90 21:00,0,0,0,-0.096,0,0,18.57,18.644
26/10/90 22:00,0,0,0,-0.096,0,0,17.59,17.698
26/10/90 23:00,0,0,0,-0.096,0,0,16.97,17.038
27/10/90 00:00,0,0,0,-0.096,0,0,16.55,16.595
27/10/90 01:00,0,0,0,-0.096,0,0,16.28,16.309
27/10/90 02:00,0,0,0,-0.096,0,0,16.01,16.04
27/10/90 03:00,0,0,0,-0.096,0,0,15.7,15.735
27/10/90 04:00,0,0,0,-0.096,0,0,15.24,15.292
27/10/90 05:00,0,0,0,-0.096,0,0,15.18,15.187
27/10/90 06:00,0,0,0,-0.096,0,0,14.82,14.86
27/10/90 07:00,244.1,225.98,2196.4,2167.9,0.8882,156,15.29,20.144
27/10/90 08:00,487.83,477.33,4584.3,4545.8,0.9319,339,18.04,28.735
27/10/90 09:00,714.33,706.56,6617.9,6564.9,0.9191,504,19.76,36.336
27/10/90 10:00,854.64,850.33,7793.1,7730.8,0.9046,613,21.14,41.686
27/10/90 11:00,834.28,828.73,7569.1,7508.6,0.9,621,22.21,42.738
27/10/90 12:00,265.2,257.58,2420.7,2391.2,0.9017,269,23.08,30.822
27/10/90 13:00,705.44,699.2,6483.4,6431.5,0.9117,527,22.88,39.12
27/10/90 14:00,570.6,562.04,5265.8,5223.6,0.9155,418,21.88,36.194
27/10/90 15:00,241.78,234.02,2217.8,2189.1,0.9055,199,20.98,27.623
27/10/90 16:00,13.651,13.351,97.946,59.682,0.4372,16.002,20.59,21.522
27/10/90 17:00,0,0,0,-0.096,0,0,19.66,19.797
27/10/90 18:00,0,0,0,-0.096,0,0,18.73,18.836
27/10/90 19:00,0,0,0,-0.096,0,0,17.66,17.783
27/10/90 20:00,0,0,0,-0.096,0,0,17.02,17.093
27/10/90 21:00,0,0,0,-0.096,0,0,17.02,17.02
27/10/90 22:00,0,0,0,-0.096,0,0,16.4,16.472
27/10/90 23:00,0,0,0,-0.096,0,0,15.93,15.984
28/10/90 00:00,0,0,0,-0.096,0,0,15.4,15.46
28/10/90 01:00,0,0,0,-0.096,0,0,15.01,15.054
28/10/90 02:00,0,0,0,-0.096,0,0,14.99,14.992
28/10/90 03:00,0,0,0,-0.096,0,0,14.78,14.804
28/10/90 04:00,0,0,0,-0.096,0,0,14.45,14.488
28/10/90 05:00,0,0,0,-0.096,0,0,14.6,14.583
28/10/90 06:00,0,0,0,-0.096,0,0,14.39,14.414
28/10/90 07:00,235.4,217.93,2119.2,2090.9,0.8883,150,15,19.646
28/10/90 08:00,497.3,486.6,4687.9,4649,0.9349,339,16.95,27.913
28/10/90 09:00,713.11,705.29,6631,6578,0.9225,501,18.72,35.287
28/10/90 10:00,861.26,857.05,7888.9,7825.8,0.9087,614,19.77,40.466
28/10/90 11:00,695.76,688.59,6413.7,6362.4,0.9145,546,20.5,37.907
28/10/90 12:00,871.19,866.34,7935.5,7872,0.9036,633,20.72,41.737
28/10/90 13:00,385.94,378.07,3598.6,3564.2,0.9235,346,19.4,30.141
28/10/90 14:00,260.46,253.75,2428.9,2399.3,0.9212,240,18.96,25.595
28/10/90 15:00,409.33,396.68,3809.8,3774.5,0.9222,278,18.51,27.875
28/10/90 16:00,19.176,18.676,147.33,114.72,0.5983,22,18.34,19.931
28/10/90 17:00,0,0,0,-0.096,0,0,18.18,18.252
28/10/90 18:00,0,0,0,-0.096,0,0,17.77,17.815
28/10/90 19:00,0,0,0,-0.096,0,0,16.89,16.987
28/10/90 20:00,0,0,0,-0.096,0,0,15.76,15.884
28/10/90 21:00,0,0,0,-0.096,0,0,15.23,15.288
28/10/90 22:00,0,0,0,-0.096,0,0,15.15,15.159
28/10/90 23:00,0,0,0,-0.096,0,0,14.94,14.963
29/10/90 00:00,0,0,0,-0.096,0,0,14.4,14.459
29/10/90 01:00,0,0,0,-0.096,0,0,14.06,14.097
29/10/90 02:00,0,0,0,-0.096,0,0,13.92,13.935
29/10/90 03:00,0,0,0,-0.096,0,0,13.76,13.777
29/10/90 04:00,0,0,0,-0.096,0,0,13.67,13.68
29/10/90 05:00,0,0,0,-0.096,0,0,13.7,13.697
29/10/90 06:00,0,0,0,-0.096,0,0,13.49,13.513
29/10/90 07:00,195.42,181.74,1766.3,1739.5,0.8902,134,13.91,17.835
29/10/90 08:00,508.76,497.85,4787.9,4748.5,0.9334,342,17.49,28.497
29/10/90 09:00,722.72,714.94,6698.4,6644.9,0.9195,503,19.23,36.229
29/10/90 10:00,821.61,816.79,7537.9,7477.6,0.9102,591,20.05,39.988
29/10/90 11:00,889.37,884.63,8077.1,8012.5,0.901,643,20.73,42.485
29/10/90 12:00,855.39,850.34,7770.6,7708.4,0.9012,622,21.33,42.471
29/10/90 13:00,813.31,808.16,7407.7,7348.4,0.9036,577,21.76,41.877
29/10/90 14:00,664.03,655.45,6093.2,6044.4,0.9103,458,21.91,38.479
29/10/90 15:00,410.42,397.62,3760.6,3725.5,0.9078,276,21.76,32.217
29/10/90 16:00,101.46,92.018,843.73,820.82,0.809,70.999,21.22,24.379
29/10/90 17:00,0,0,0,-0.096,0,0,19.83,20.272
29/10/90 18:00,0,0,0,-0.096,0,0,18.86,18.974
29/10/90 19:00,0,0,0,-0.096,0,0,17.5,17.655
29/10/90 20:00,0,0,0,-0.096,0,0,16.64,16.734
29/10/90 21:00,0,0,0,-0.096,0,0,16.74,16.729
29/10/90 22:00,0,0,0,-0.096,0,0,16.78,16.776
29/10/90 23:00,0,0,0,-0.096,0,0,16.54,16.564
30/10/90 00:00,0,0,0,-0.096,0,0,16.42,16.432
30/10/90 01:00,0,0,0,-0.096,0,0,16.29,16.303
30/10/90 02:00,0,0,0,-0.096,0,0,16.14,16.155
30/10/90 03:00,0,0,0,-0.096,0,0,16.01,16.023
30/10/90 04:00,0,0,0,-0.096,0,0,16.28,16.253
30/10/90 05:00,0,0,0,-0.096,0,0,15.92,15.957
30/10/90 06:00,0,0,0,-0.096,0,0,15.93,15.929
30/10/90 07:00,258.5,238.53,2314,2285,0.884,155,15.99,21.212
30/10/90 08:00,510.75,499.72,4780.4,4741,0.9283,341,18.74,30.026
30/10/90 09:00,724.92,717.08,6663,6609.7,0.9118,502,21.58,38.508
30/10/90 10:00,875.74,871.71,7918,7854.6,0.897,617,22.8,43.965
30/10/90 11:00,946.34,942.47,8431,8363.6,0.8838,671,23.76,46.979
30/10/90 12:00,912.51,908.28,8146.9,8081.7,0.8857,650,24.39,47.068
30/10/90 13:00,821.88,816.75,7390.9,7331.8,0.8921,579,24.73,45.281
30/10/90 14:00,639.62,630.95,5814.2,5767.7,0.9018,444,24.69,40.866
30/10/90 15:00,400.77,388.12,3638.1,3603.5,0.8992,270,24.2,34.556
30/10/90 16:00,100.22,90.724,824.45,801.62,0.7999,68.998,23.28,26.533
30/10/90 17:00,0,0,0,-0.096,0,0,21.72,22.184
30/10/90 18:00,0,0,0,-0.096,0,0,20.13,20.32
30/10/90 19:00,0,0,0,-0.096,0,0,18.7,18.865
30/10/90 20:00,0,0,0,-0.096,0,0,17.63,17.751
30/10/90 21:00,0,0,0,-0.096,0,0,17.2,17.247
30/10/90 22:00,0,0,0,-0.096,0,0,16.72,16.772
30/10/90 23:00,0,0,0,-0.096,0,0,16.36,16.398
31/10/90 00:00,0,0,0,-0.096,0,0,16.06,16.092
31/10/90 01:00,0,0,0,-0.096,0,0,15.78,15.81
31/10/90 02:00,0,0,0,-0.096,0,0,15.55,15.575
31/10/90 03:00,0,0,0,-0.096,0,0,15.22,15.255
31/10/90 04:00,0,0,0,-0.096,0,0,15.07,15.086
31/10/90 05:00,0,0,0,-0.096,0,0,14.32,14.4
31/10/90 06:00,0,0,0,-0.096,0,0,14.32,14.32
31/10/90 07:00,226.61,209.43,2035,2007.1,0.8857,140,14.95,19.448
31/10/90 08:00,467.97,457.54,4386.5,4348.8,0.9293,319,19,29.074
31/10/90 09:00,696.54,688.7,6415.8,6364.4,0.9138,483,21.81,37.865
31/10/90 10:00,843.95,839.73,7641.6,7580.5,0.8982,595,23.41,43.661
31/10/90 11:00,913.27,909.17,8166.9,8101.6,0.8871,648,24.33,46.674
31/10/90 12:00,913.39,909.48,8137.9,8072.8,0.8839,645,25.1,47.698
31/10/90 13:00,808.95,803.85,7263.2,7205.1,0.8907,567,25.43,45.743
31/10/90 14:00,683.05,674.45,6177.2,6127.8,0.8972,462,25.33,42.5
31/10/90 15:00,378.54,366.45,3427.9,3394.2,0.8967,256,24.69,34.777
31/10/90 16:00,96.716,87.488,792.46,769.77,0.7959,65.999,23.63,26.776
31/10/90 17:00,0,0,0,-0.096,0,0,22.51,22.922
31/10/90 18:00,0,0,0,-0.096,0,0,20.06,20.37
31/10/90 19:00,0,0,0,-0.096,0,0,19.93,19.946
31/10/90 20:00,0,0,0,-0.096,0,0,19.8,19.816
31/10/90 21:00,0,0,0,-0.096,0,0,19.66,19.677
31/10/90 22:00,0,0,0,-0.096,0,0,19.53,19.546
31/10/90 23:00,0,0,0,-0.096,0,0,19.4,19.416
01/11/90 00:00,0,0,0,-0.096,0,0,19.27,19.286
01/11/90 01:00,0,0,0,-0.096,0,0,19.13,19.147
01/11/90 02:00,0,0,0,-0.096,0,0,19,19.016
01/11/90 03:00,0,0,0,-0.096,0,0,18.87,18.886
01/11/90 04:00,0,0,0,-0.096,0,0,18.74,18.755
01/11/90 05:00,0,0,0,-0.096,0,0,18.61,18.625
01/11/90 06:00,0,0,0,-0.096,0,0,18.47,18.487
01/11/90 07:00,210.79,195.1,1870,1842.8,0.8743,133,18.34,22.595
01/11/90 08:00,435.65,425.61,4090.7,4054.2,0.9307,302,18.21,28.026
01/11/90 09:00,627.1,619,5873.1,5826.2,0.9291,449,18.08,32.79
01/11/90 10:00,772.4,767.18,7014.2,6958.1,0.9009,559,25,42.741
01/11/90 11:00,929.87,926.06,8246.9,8180.9,0.8798,654,26.37,48.831
01/11/90 12:00,929.06,925.37,8186.8,8121.3,0.8742,651,27.54,50.544
01/11/90 13:00,835.98,831.1,7408.9,7349.7,0.8792,579,28.17,49.154
01/11/90 14:00,692.92,684.32,6193.1,6143.6,0.8867,464,28.19,45.676
01/11/90 15:00,400.05,387.19,3584.5,3550.2,0.8875,264,27.37,37.942
01/11/90 16:00,149.77,132.56,1214.2,1189.8,0.7944,84.002,25.96,30.209
01/11/90 17:00,0,0,0,-0.096,0,0,24.62,25.193
01/11/90 18:00,0,0,0,-0.096,0,0,23.39,23.542
01/11/90 19:00,0,0,0,-0.096,0,0,21.93,22.103
01/11/90 20:00,0,0,0,-0.096,0,0,20.68,20.823
01/11/90 21:00,0,0,0,-0.096,0,0,20.42,20.451
01/11/90 22:00,0,0,0,-0.096,0,0,19.31,19.436
01/11/90 23:00,0,0,0,-0.096,0,0,18.74,18.802
02/11/90 00:00,0,0,0,-0.096,0,0,18.48,18.509
02/11/90 01:00,0,0,0,-0.096,0,0,18.25,18.276
02/11/90 02:00,0,0,0,-0.096,0,0,18.02,18.045
02/11/90 03:00,0,0,0,-0.096,0,0,17.98,17.984
02/11/90 04:00,0,0,0,-0.096,0,0,17.81,17.828
02/11/90 05:00,0,0,0,-0.096,0,0,17.79,17.792
02/11/90 06:00,0,0,0,-0.096,0,0,18.45,18.383
02/11/90 07:00,198.77,184.05,1757.5,1730.8,0.8708,126,18.96,22.991
02/11/90 08:00,483.31,472.48,4478.3,4440.3,0.9187,320,21.78,32.43
02/11/90 09:00,637,628.89,5812.2,5765.7,0.9052,452,25.22,40.072
02/11/90 10:00,345.83,338.36,3141.9,3109.4,0.8992,315,27.4,36.262
02/11/90 11:00,868.35,863.56,7708.6,7647,0.8807,620,28.26,48.622
02/11/90 12:00,935.04,931.14,8203.5,8137.8,0.8704,655,28.42,51.585
02/11/90 13:00,835.34,830.37,7402.8,7343.6,0.8792,576,28.16,49.147
02/11/90 14:00,648.17,639.61,5814,5767.5,0.8898,438,28.21,44.53
